id,dataset,question,gold,budget_usd,final_model,final_pred,accepted,spent_usd,qoA,acc_label
row_43,simpleqa,What was the first name of the Uruguayan mathematician Mischa Cotlar's father?,Ovsey,2.44e-05,mistral:7b,Unknown (No publicly available information about Mischa Cotlar's father's first name),0,1.8507e-05,0.08996061980724335,0
row_44,simpleqa,What's the secret identity of the third Doll Man?,Dane Maxwell,2.44e-05,llama3.1:8b,"Bobo
Doll Man",0,1.7252e-05,0.22615130245685577,0
row_45,simpleqa,Name the dentist who died in May 2019 after being injured in an elevator crash at the Dr. Bhau Daji Lad Museum (BDL) in Mumbai on April 28.,Dr Arnavaz Havewalla,2.44e-05,phi4:14b,Dr. Ramesh Bhatia,1,5.059999999999999e-06,0.3989388942718506,0
row_46,simpleqa,Who served before Cora Sadosky as president of the Association for Women in Mathematics?,Carol S. Wood,2.44e-05,gemma3:27b,Duane W. McKinnon,0,1.9223999999999998e-05,0.2900577485561371,0
row_47,simpleqa,How many acres did the University of Alabama purchase to expand its campus in 2010?,168,2.44e-05,gemma3:27b,600,0,1.9288e-05,0.4517378807067871,0
row_48,simpleqa,What was the name of Iris Litt's direct predecessor as director of the Clayman Institute for Gender Research?,Deborah L. Rhode,2.44e-05,gemma3:27b,Myra Strober,0,2.005e-05,0.5272022485733032,1
row_49,simpleqa,At what university did Lorne Baird Warneke attend medical school?,University of Alberta,2.44e-05,gemma3:27b,Johns Hopkins,0,1.7453e-05,0.3716577887535095,0
row_5,simpleqa,"What year is Anselm Kiefer's ""The Second Sinful Fall of Parmenides (Der zweite Sündenfall des Parmenides)"" dated?",1969,2.44e-05,phi4:14b,1983,1,4.16e-06,0.5185961723327637,1
row_50,simpleqa,"What day, month, and year was the largest donor of the Liberal Democrats party in the UK as of 2005 born?","April 19, 1966",2.44e-05,llama3.1:8b,"13th September, 1933",0,2.1093e-05,0.47229987382888794,0
row_51,simpleqa,"During his education days, the 13th Chief Justice of India, S. M. Sikri, moved to London to initially study which subject but later switched to law, studying at Trinity College, Cambridge?",medicine,2.44e-05,mistral:7b,"Law (Trinity College, Cambridge)",0,1.7599e-05,0.18198780715465546,0
row_52,simpleqa,"On which day and month of 1956 was a letter sent to Dr. Rajendra Prasad, President of the Indian Union, by A.C. Bhaktivedanta, also known as A.C. Bhaktivedanta Swami Prabhupada?",21 November,2.44e-05,llama3.1:8b,11th September,0,1.8136e-05,0.515617847442627,1
row_53,simpleqa,What governor decided that Juneteenth should only be recognized for one year in 2020?,Kristi Noem,2.44e-05,llama3.1:8b,Governor Greg Abbott,0,1.9457e-05,0.10210590809583664,0
row_54,simpleqa,"On which date, month, and year did the BBC publish an apology on their website for previously publishing inaccurate statements about Tunisian politician Rached Ghannouchi six months earlier on 21 November 2012?",17 May 2013,2.44e-05,phi4:14b,17 May 2013,1,5.1e-06,1.0000001192092896,1
row_55,simpleqa,Which chief minister ordered the construction of a mosque at the site of a Hindu temple in Jammu in 1986?,Gul Shah,2.44e-05,phi4:14b,Ghulam Mohammad Shah,1,4.26e-06,0.7204678058624268,1
row_56,simpleqa,"On what month, day, and year did D.C. Reeves announce his candidacy for the 2022 mayoral election in Pensacola?","September 1, 2021",2.44e-05,llama3.1:8b,12/1/21,0,2.1544999999999998e-05,0.2692134976387024,0
row_57,simpleqa,"What month, day, and year did Feodor Timofeyev, consul for the Soviet Union in Georgetown, visit Jonestown for two days and give a speech?",2 October 1978,2.44e-05,phi4:14b,"November 18-19, 1978
[/answer]",1,5.72e-06,0.7286661863327026,1
row_58,simpleqa,What is the name of the CIA project whose user guide was published by WikiLeaks on 10 August 2017?,CouchPotato,2.44e-05,phi4:14b,CIA Vault 7,1,4.2e-06,0.15235553681850433,0
row_59,simpleqa,Which primary school did Kiraitu Murungi attend?,Kionyo Primary School,2.44e-05,mistral:7b,Unknown (No specific information available about Kiraitu Murungi's primary school attendance.),0,1.6402e-05,0.43537819385528564,0
row_6,simpleqa,How many of Jacob Abraham Camille Pissarro's seven children also became painters?,6,2.44e-05,llama3.1:8b,4,0,3.245e-06,0.7977604269981384,1
row_60,simpleqa,In which month and year was Windows 2000 Service Pack 3 released?,August 2002,2.44e-05,phi4:14b,August 2002,1,3.64e-06,1.000000238418579,1
row_61,simpleqa,Which mathematician received the Carl Friedrich Gauss Prize in 2006?,Kiyosi Itô,2.44e-05,gemma3:27b,Maxim Kontsevich,0,1.712e-05,0.25773119926452637,0
row_62,simpleqa,Who was awarded the Darwin Medal in 1952?,J.B.S. Haldane,2.44e-05,llama3.1:8b,Alfred Russel Wallace,0,1.7409e-05,0.338107168674469,0
row_63,simpleqa,What is the name of the organic compound that William Ramsay first formed in 1876 from acetylene and hydrogen cyanide in an iron tube furnace?,Pyridine,2.44e-05,phi4:14b,Vinyl cyanide (acrylonitrile),1,4.839999999999999e-06,0.38967466354370117,0
row_64,simpleqa,"What is the surname of the individual who won the Faraday Lectureship Prize, previously known simply as the Faraday Lectureship, in 1914?",Arrhenius,2.44e-05,llama3.1:8b,Sir William Crookes,0,2.1601000000000002e-05,0.17712850868701935,0
row_65,simpleqa,Which digits of the forefeet are vestigial and tiny on the Isoodon obesulus?,the first digits,2.44e-05,llama3.1:8b,1,0,1.9557999999999998e-05,0.35979971289634705,0
row_66,simpleqa,In what month and year did Eric Xing join the Mohamed bin Zayed University of Artificial Intelligence?,January 2021,2.44e-05,gemma3:27b,September 2021,0,2.0011e-05,0.8002678751945496,1
row_67,simpleqa,"What was the overall length, in inches, of the 1934 Bendix SWC concept car?",204,2.44e-05,gemma3:27b,208,0,1.9093e-05,0.7162734270095825,1
row_68,simpleqa,What is the master clock frequency of the Toshiba BC-1411 in kilohertz?,40,2.44e-05,gemma3:27b,14.31818 kHz,1,1.9149e-05,0.25166594982147217,0
row_69,simpleqa,What is the surname of the individual who won the Sir George Stokes Award (colloquially the Stokes Medal) in 2001?,Norris,2.44e-05,gemma3:27b,Ebbesen,0,2.0959e-05,0.2144002914428711,0
row_7,simpleqa,"On which date (month, day, year) was Josep Clarà i Ayats' sculpture *Serenity*, located in Washington, D.C., dedicated?","March 12, 1924",2.44e-05,phi4:14b,"April 26, 1930",1,5.059999999999999e-06,0.7403889298439026,1
row_70,simpleqa,Who became the first person to complete a solo swim around Portsea Island recognized by the British Long Distance Swimming Association?,Anna Wardley,2.44e-05,llama3.1:8b,John Lapage,0,2.0419e-05,0.2289731800556183,0
row_71,simpleqa,On what year was the JK Tyre Rotax Max Karting Championship launched in India?,2005,2.44e-05,phi4:14b,2010,1,3.6199999999999996e-06,0.7556358575820923,1
row_72,simpleqa,What was the score of Game 2 of the '07 World Series in the third inning?,Colorado 1 - 0 Boston,2.44e-05,gemma3:27b,0-0,0,2.0302e-05,0.5433802008628845,1
row_73,simpleqa,Who were the two teams that qualified for the Europa League group stage via Premier League standings at the end of the 2021-2022 season?,Arsenal and Manchester United,2.44e-05,llama3.1:8b,Arsenal and Manchester United,0,2.4106e-05,1.0,1
row_74,simpleqa,Which of the three Olympic fencing weapons was the last one to transition to using electrical equipment?,Sabre,2.44e-05,llama3.1:8b,sword,0,1.8684e-05,0.4391278922557831,0
row_75,simpleqa,"At what age in years and months did the American professional tennis player Coco Gauff win the title of ""USTA Clay Court National 12-and-under""?",10 years 3 months,2.44e-05,phi4:14b,"11 years, 9 months",1,5.14e-06,0.8376557230949402,1
row_76,simpleqa,"What month, day, and year did Southeastern Louisiana University retire Robin Roberts' jersey?",5 February 2011,2.44e-05,gemma3:27b,1995,0,1.9787000000000002e-05,0.4646882712841034,0
row_77,simpleqa,"What two other events did Phanas of Pellene manage to win in the Olympics of 521 BCE, besides the race in armor, also known as the hoplitodromos?","The stadion, and the double race (Diaulos).",2.44e-05,llama3.1:8b,Olympic stadion and diaulos,0,1.7545e-05,0.7962521910667419,1
row_78,simpleqa,Which team won the 2016–17 Championnat LNA season (86th season of the top-tier basketball league in Switzerland)?,Monthey,2.44e-05,phi4:14b,Fribourg Olympic,1,4.2999999999999995e-06,0.2547455430030823,0
row_79,simpleqa,"Within plus or minus one minute, when did Rober Pier receive a yellow card in the La Liga match between Levante and Real Sociedad on May 6, 2022?",52nd minute,2.44e-05,llama3.1:8b,45:00,0,1.7431e-05,0.5254108905792236,1
row_8,simpleqa,What day was the Museo de Bellas Artes in Buenos Aires officially opened?,"December 25, 1896.",2.44e-05,phi4:14b,"November 26, 1895",1,3.98e-06,0.75626140832901,1
row_80,simpleqa,In what month and year did Billy Miller earn a Daytime Emmy nomination for his portrayal of Jason Morgan in the category of Outstanding Lead Actor?,March 2018,2.44e-05,gemma3:27b,May 2014,0,2.2186e-05,0.6469561457633972,1
row_81,simpleqa,"What day, month, and year did the episode of Disneyland, ""Our Unsung Villains,"" premiere?","February 15, 1956",2.44e-05,phi4:14b,"September 7, 1959",1,4.399999999999999e-06,0.6065196394920349,1
row_82,simpleqa,In which season and episode of South Park does Stan ask why dogs have cold noses?,"Season 2 Episode 3: ""Ike's Wee Wee""",2.44e-05,phi4:14b,"Season 1, Episode 2 (""Cartman Gets an Anal Probe"")",1,5.56e-06,0.40054476261138916,0
row_83,simpleqa,"Who murdered Vicky Fleming in the British drama series ""Happy Valley""?",John Wadsworth.,2.44e-05,gemma3:27b,Tommy Lee Royce,0,1.9559e-05,0.3469713628292084,0
row_84,simpleqa,How many Targaryen kings had sat on the throne before Maegor the Cruel?,2,2.44e-05,mistral:7b,"5 (Aegon I, Aenys I, Maekar I, Jaehaerys I, and Aelys)",1,6.074e-06,0.31947916746139526,0
row_85,simpleqa,"Which character narrated the last episode of the ""One Life to Live"" series that aired on January 13, 2012?",Allison Perkins,2.44e-05,phi4:14b,Dorian Lord,0,2.0396e-05,0.08785704523324966,0
row_86,simpleqa,"What season and episode did Shai appear on the TV show ""Family Matters""?","Season 5, Episode 15, ""Good Cop, Bad Cop""",2.44e-05,llama3.1:8b,5x22,0,2.1356e-05,0.1108255386352539,0
row_87,simpleqa,Who does Beanie Feldstein play in What We Do in the Shadows?,Jenna,2.44e-05,phi4:14b,Nandor the Relentless,1,3.7800000000000002e-06,0.1830570101737976,0
row_88,simpleqa,Who did Latrice Royale lip-sync against on Episode 9 of Season 4 of RPDR?,Dida Ritz,2.44e-05,llama3.1:8b,Celebrity Apprentice,0,2.0524000000000002e-05,0.2490115761756897,0
row_89,simpleqa,What is the secret identity of Ms. Casey in Season 1 of Severance?,Mark's wife.,2.44e-05,llama3.1:8b,"Penny
Lily",0,1.9121999999999998e-05,0.2423199564218521,0
row_9,simpleqa,What was the name of the play in which American music producer George Avakian was an associate producer in 1965?,The Cradle Will Rock,2.44e-05,phi4:14b,The Unknown,0,2.0079e-05,0.18549785017967224,0
row_90,simpleqa,What was the name of Project Zero Dawn's Extinction Failsafe Protocol in the video game Horizon Zero Dawn (2017)?,HADES,2.44e-05,phi4:14b,Project Zero Dawn,1,4.44e-06,0.22431859374046326,0
row_91,simpleqa,What is the name and length of the 12th song on the original Kingdom Hearts I soundtrack?,"A Walk in Andante, 1:18",2.44e-05,gemma3:27b,Dearly Beloved 2:30,0,2.2654e-05,0.3375425338745117,0
row_92,simpleqa,"What day, month, and year was the earliest release of the World of Warcraft: Classic Hardcore official servers?",24 August 2023,2.44e-05,phi4:14b,"March 20, 2021",1,4.46e-06,0.7300128936767578,1
row_93,simpleqa,"What is the full name of the streamer Valkyrae, an American live streamer and YouTuber?",Rachell Marie Hofstetter,2.44e-05,phi4:14b,Valerie Brelsford,1,3.88e-06,0.39852458238601685,0
row_94,simpleqa,What Terraria version number release added sawmills to the game?,1.0.6.1,2.44e-05,phi4:14b,1.9,1,3.66e-06,0.6253095865249634,1
row_95,simpleqa,What is the name of Track 10 on the Sonic Free Riders Original Soundtrack released in 2010?,"""Theme of Metal City""",2.44e-05,phi4:14b,Free Ride,1,3.9399999999999995e-06,0.0916476622223854,0
row_96,simpleqa,"In Fire Emblem: Three Houses, which character tells Leonie about a holy weapon hidden at Lake Teutates that doesn't require a crest to wield?",Linhardt,2.44e-05,gemma3:27b,Jeralt,0,2.3181000000000004e-05,0.3051990866661072,0
row_97,simpleqa,"What day, month, and year did the Terraria version that increased the server player limit to 255 come out?","June 2nd, 2011",2.44e-05,phi4:14b,"June 23, 2021",1,4.46e-06,0.5870099067687988,1
row_98,simpleqa,What strength stat is needed to wield the Crystal Ring Shield in Dark Souls?,10,2.44e-05,phi4:14b,50 Strength,1,3.7599999999999996e-06,0.2724349796772003,0
row_99,simpleqa,"Specify the exact day, month, and year Capcom reported that its servers were affected by ransomware, scrambling its data, and the threat actors, the Ragnar Locker hacker group, had allegedly stolen 1TB of sensitive corporate data and were blackmailing Capcom to pay them to remove the ransomware.",2 Nov 2020,2.44e-05,llama3.1:8b,2020-06-15,0,2.136e-05,0.6430078148841858,1
row_0,simpleqa,In which year was Monir Shahroudy Farmanfarmaian (an Iranian artist) awarded the Venice Biennale?,1958,3.66e-05,phi4:14b,2019,1,3.7399999999999998e-06,0.41050347685813904,0
row_1,simpleqa,"What item did Cornelia Parker dissolve to create ink for her work ""Pornographic Drawings (1997)""?",Videotape,3.66e-05,phi4:14b,Aged pornographic magazines,1,4.2e-06,0.12609067559242249,0
row_10,simpleqa,"What year was the municipality of Valparaíso, Antioquia, Colombia, founded?",1860,3.66e-05,phi4:14b,1882,1,3.56e-06,0.5868175029754639,1
row_11,simpleqa,How many mountaineers were killed in the avalanche in Uttarkashi on 4 October 2022?,27,3.66e-05,gemma3:27b,10,0,1.8581e-05,0.562199592590332,1
row_12,simpleqa,What is the basin size of the Koshi River in square kilometers?,"74,500 km2",3.66e-05,gemma3:27b,76200,0,5.2e-06,0.3931642174720764,0
row_13,simpleqa,What is the forest cover area of Uttar Pradesh in square kilometers according to the India State of Forest Report 2019?,"14,805.65",3.66e-05,phi4:14b,"20,276 square kilometers",1,4.6e-06,0.3077414333820343,0
row_14,simpleqa,What is the name of the tallest mountain?,Mount Everest,3.66e-05,phi4:14b,Mount Everest,1,3.3999999999999996e-06,1.000000238418579,1
row_15,simpleqa,"What year was the municipality of Alejandría, Antioquia, Colombia, founded?",1886,3.66e-05,phi4:14b,1876,1,3.56e-06,0.6425515413284302,1
row_16,simpleqa,"For how many years was the original Omsund Bridge in Kristiansund, Norway, in use?",41,3.66e-05,mistral:7b,1855-1965 (70 years),1,6.9180000000000005e-06,0.3772801458835602,0
row_17,simpleqa,"In which year was the municipality of Santa B√°rbara, Antioquia, Colombia, founded?",1774,3.66e-05,phi4:14b,1819,1,3.86e-06,0.3923274278640747,0
row_18,simpleqa,"Who founded the municipality of Cucaita, Boyac√°, Colombia?",friar Juan de Los Barrios,3.66e-05,llama3.1:8b,Jorge Eli√©cer Gait√°n,0,1.7929e-05,0.32296085357666016,0
row_19,simpleqa,The Alpine musk deer is the state animal of which Indian state?,Uttarakhand,3.66e-05,phi4:14b,Himachal Pradesh,1,3.64e-06,0.5738228559494019,1
row_2,simpleqa,What was the Minute Man sculpture by Daniel Chester French originally intended to be made out of?,Stone,3.66e-05,phi4:14b,Bronze,0,1.8522e-05,0.4007689952850342,0
row_20,simpleqa,What year was the Süleymaniye damaged in the great fire?,1660,3.66e-05,phi4:14b,1660,1,3.38e-06,1.0,1
row_21,simpleqa,"How was Raja Mohendra Pratap addressed in the salutation of the letter sent by Abhay Charan De, also known as A. C. Bhaktivedanta Swami Prabhupada, on July 13, 1947?","Dear Raja Sahib,",3.66e-05,phi4:14b,Raja Sir,1,4.96e-06,0.6530508995056152,1
row_22,simpleqa,Who was the first principal of Mayo College in India?,Colonel Sir Oliver St John,3.66e-05,phi4:14b,Sir Richard Bourke,0,1.8396e-05,0.4108196496963501,0
row_23,simpleqa,"Who died without naming a successor, which led to a war of succession in 370 BC?",Marquess Wu,3.66e-05,llama3.1:8b,Alexander the Great,0,3.0594e-05,0.25621485710144043,0
row_24,simpleqa,"What famous field marshal said, ""I have no intention of shooting myself for this Bohemian corporal""?",Friedrich Paulus,3.66e-05,phi4:14b,Field Marshal Franz Conrad von Hötzendorf,1,4.62e-06,0.379150927066803,0
row_25,simpleqa,"What was Bindy Johal's age in years when he immigrated to Vancouver, British Columbia, with his parents during his childhood?",4 years.,3.66e-05,gemma3:27b,6,0,2.1545e-05,0.3483414947986603,0
row_26,simpleqa,"According to Walter Sichel's book *Emma Lady Hamilton*, Dr. James Graham's specialties in 1780 were ""the then derided but now accepted electricity,"" and what other specialty?",Mud baths.,3.66e-05,phi4:14b,animal magnetism,1,5.14e-06,0.06335168331861496,0
row_27,simpleqa,"In what year did Thomas D. Wilson (""Big Tom"" Wilson) marry Niagara Ray, the daughter of Amos Ray?",1852,3.66e-05,gemma3:27b,1878,0,6.28e-06,0.48734772205352783,0
row_28,simpleqa,In what year did John Lawrence LeConte travel to California via Panama?,1849,3.66e-05,phi4:14b,1853,1,3.5e-06,0.6962248086929321,1
row_29,simpleqa,What year did Shokichi Iyanaga become Dean of the Faculty of Science at Tokyo University?,1965,3.66e-05,phi4:14b,1958,1,3.6799999999999995e-06,0.6107402443885803,1
row_3,simpleqa,In which Swiss municipality was the painter Jean Preudhomme baptized in 1732?,Rolle,3.66e-05,mistral:7b,Unknown (No specific information available about Jean Preudhomme's birthplace),0,1.7705e-05,0.10984495282173157,0
row_30,simpleqa,Which was the first Indian album to have more than 1 billion streams on Spotify?,Moosetape,3.66e-05,llama3.1:8b,1,0,1.9676e-05,0.21573153138160706,0
row_31,simpleqa,"What is the name of the ninth track on Anne-Marie's album ""Speak Your Mind""?",Heavy,3.66e-05,gemma3:27b,Perfect to Me,0,2.4504999999999997e-05,0.18057960271835327,0
row_32,simpleqa,"What is song 3 on disc 2 of the ""Ys Origin"" original soundtrack?",Dreaming,3.66e-05,llama3.1:8b,Song 3,0,2.3168999999999998e-05,0.3449257016181946,0
row_33,simpleqa,"What day, month, and year was The Legend of Heroes: Zero no Kiseki original soundtrack released?","December 16, 2010",3.66e-05,phi4:14b,"December 22, 2011",1,4.34e-06,0.8863346576690674,1
row_34,simpleqa,"What is the name of the man buried at Paddington Cemetery in London in 1767, with an epitaph that reads, ""Tho' sweet as Orpheus thou couldst bring / Soft pleadings from the trembling string""?",Matthew Dubourg,3.66e-05,phi4:14b,John Stanley,1,5.26e-06,0.42111754417419434,0
row_35,simpleqa,"What month, day, and year did Ciara perform at the Joy Theater in New Orleans for her Jackie Tour?","May 19, 2015",3.66e-05,llama3.1:8b,9/29/2015,0,2.2368e-05,0.6461793184280396,1
row_36,simpleqa,In which year was the ensemble officially named the A.V. Alexandrov Twice Red-bannered and Red-starred Song and Dance Ensemble of the Soviet Army?,1949.,3.66e-05,gemma3:27b,1949,0,6.82e-06,0.972600519657135,1
row_37,simpleqa,How old was Clint Ballard Jr. when he attended a musical program for gifted students at the University of North Texas?,11 years.,3.66e-05,gemma3:27b,16,0,2.0365000000000002e-05,0.38499194383621216,0
row_38,simpleqa,Which album by Die Toten Hosen was the first to reach number one on the German music charts?,"""Auf dem Kreuzzug ins Glück""",3.66e-05,gemma3:27b,Auf'm Beat,0,3.368e-05,0.37500351667404175,0
row_39,simpleqa,"What specific day, month, and year was Beyoncé's album ""Lemonade"" certified platinum by the British Phonographic Industry?","9, September 2016",3.66e-05,llama3.1:8b,25 May 2016,1,1.0426000000000001e-05,0.6123237609863281,1
row_4,simpleqa,'The Waters Reglitterized' by Laurie Anderson was exhibited during what year?,2005,3.66e-05,phi4:14b,1999,1,3.56e-06,0.6679676175117493,1
row_40,simpleqa,What is the surname of the winner of the Hickinbottom Award in 2012?,O'Reilly,3.66e-05,mistral:7b,Unknown (without specific information provided),0,1.7674e-05,0.13704581558704376,0
row_41,simpleqa,"What's the first and last name of the linguist who wrote the paper ""Pre- and postnominal onymic genitives in (Early) New High German: A multifactorial analysis""?",Tanja Ackermann,3.66e-05,gemma3:27b,Peter Siemund,0,2.5284e-05,0.33364975452423096,0
row_42,simpleqa,Who is the god with the Hawaiian name Kama ªehuakanaloa?,Kanaloa,3.66e-05,gemma3:27b,Kanaloa,0,1.9279e-05,1.0,1
row_43,simpleqa,What was the first name of the Uruguayan mathematician Mischa Cotlar's father?,Ovsey,3.66e-05,mistral:7b,Unknown (No publicly available information about Mischa Cotlar's father's first name),0,1.8507e-05,0.08996061980724335,0
row_44,simpleqa,What's the secret identity of the third Doll Man?,Dane Maxwell,3.66e-05,llama3.1:8b,"Bobo
Doll Man",0,1.7252e-05,0.22615130245685577,0
row_45,simpleqa,Name the dentist who died in May 2019 after being injured in an elevator crash at the Dr. Bhau Daji Lad Museum (BDL) in Mumbai on April 28.,Dr Arnavaz Havewalla,3.66e-05,phi4:14b,Dr. Ramesh Bhatia,1,5.059999999999999e-06,0.3989388942718506,0
row_46,simpleqa,Who served before Cora Sadosky as president of the Association for Women in Mathematics?,Carol S. Wood,3.66e-05,gemma3:27b,Duane W. McKinnon,0,1.9223999999999998e-05,0.2900577485561371,0
row_47,simpleqa,How many acres did the University of Alabama purchase to expand its campus in 2010?,168,3.66e-05,gemma3:27b,600,0,1.9288e-05,0.4517378807067871,0
row_48,simpleqa,What was the name of Iris Litt's direct predecessor as director of the Clayman Institute for Gender Research?,Deborah L. Rhode,3.66e-05,gemma3:27b,Myra Strober,0,2.005e-05,0.5272022485733032,1
row_49,simpleqa,At what university did Lorne Baird Warneke attend medical school?,University of Alberta,3.66e-05,gemma3:27b,Johns Hopkins,0,1.7453e-05,0.3716577887535095,0
row_5,simpleqa,"What year is Anselm Kiefer's ""The Second Sinful Fall of Parmenides (Der zweite Sündenfall des Parmenides)"" dated?",1969,3.66e-05,phi4:14b,1983,1,4.16e-06,0.5185961723327637,1
row_50,simpleqa,"What day, month, and year was the largest donor of the Liberal Democrats party in the UK as of 2005 born?","April 19, 1966",3.66e-05,llama3.1:8b,"13th September, 1933",0,2.1093e-05,0.47229987382888794,0
row_51,simpleqa,"During his education days, the 13th Chief Justice of India, S. M. Sikri, moved to London to initially study which subject but later switched to law, studying at Trinity College, Cambridge?",medicine,3.66e-05,mistral:7b,"Law (Trinity College, Cambridge)",0,2.5138999999999998e-05,0.18198780715465546,0
row_52,simpleqa,"On which day and month of 1956 was a letter sent to Dr. Rajendra Prasad, President of the Indian Union, by A.C. Bhaktivedanta, also known as A.C. Bhaktivedanta Swami Prabhupada?",21 November,3.66e-05,llama3.1:8b,11th September,0,2.6016e-05,0.515617847442627,1
row_53,simpleqa,What governor decided that Juneteenth should only be recognized for one year in 2020?,Kristi Noem,3.66e-05,llama3.1:8b,Governor Greg Abbott,0,1.9457e-05,0.10210590809583664,0
row_54,simpleqa,"On which date, month, and year did the BBC publish an apology on their website for previously publishing inaccurate statements about Tunisian politician Rached Ghannouchi six months earlier on 21 November 2012?",17 May 2013,3.66e-05,phi4:14b,17 May 2013,1,5.1e-06,1.0000001192092896,1
row_55,simpleqa,Which chief minister ordered the construction of a mosque at the site of a Hindu temple in Jammu in 1986?,Gul Shah,3.66e-05,phi4:14b,Ghulam Mohammad Shah,1,4.26e-06,0.7204678058624268,1
row_56,simpleqa,"On what month, day, and year did D.C. Reeves announce his candidacy for the 2022 mayoral election in Pensacola?","September 1, 2021",3.66e-05,llama3.1:8b,12/1/21,0,2.1544999999999998e-05,0.2692134976387024,0
row_57,simpleqa,"What month, day, and year did Feodor Timofeyev, consul for the Soviet Union in Georgetown, visit Jonestown for two days and give a speech?",2 October 1978,3.66e-05,phi4:14b,"November 18-19, 1978
[/answer]",1,5.72e-06,0.7286661863327026,1
row_58,simpleqa,What is the name of the CIA project whose user guide was published by WikiLeaks on 10 August 2017?,CouchPotato,3.66e-05,phi4:14b,CIA Vault 7,1,4.2e-06,0.15235553681850433,0
row_59,simpleqa,Which primary school did Kiraitu Murungi attend?,Kionyo Primary School,3.66e-05,mistral:7b,Unknown (No specific information available about Kiraitu Murungi's primary school attendance.),0,1.6402e-05,0.43537819385528564,0
row_6,simpleqa,How many of Jacob Abraham Camille Pissarro's seven children also became painters?,6,3.66e-05,llama3.1:8b,4,0,3.486300000000001e-05,0.7977604269981384,1
row_60,simpleqa,In which month and year was Windows 2000 Service Pack 3 released?,August 2002,3.66e-05,phi4:14b,August 2002,1,3.64e-06,1.000000238418579,1
row_61,simpleqa,Which mathematician received the Carl Friedrich Gauss Prize in 2006?,Kiyosi Itô,3.66e-05,gemma3:27b,Maxim Kontsevich,0,1.712e-05,0.25773119926452637,0
row_62,simpleqa,Who was awarded the Darwin Medal in 1952?,J.B.S. Haldane,3.66e-05,llama3.1:8b,Alfred Russel Wallace,0,1.7409e-05,0.338107168674469,0
row_63,simpleqa,What is the name of the organic compound that William Ramsay first formed in 1876 from acetylene and hydrogen cyanide in an iron tube furnace?,Pyridine,3.66e-05,phi4:14b,Vinyl cyanide (acrylonitrile),1,4.839999999999999e-06,0.38967466354370117,0
row_64,simpleqa,"What is the surname of the individual who won the Faraday Lectureship Prize, previously known simply as the Faraday Lectureship, in 1914?",Arrhenius,3.66e-05,llama3.1:8b,Sir William Crookes,0,2.1601000000000002e-05,0.17712850868701935,0
row_65,simpleqa,Which digits of the forefeet are vestigial and tiny on the Isoodon obesulus?,the first digits,3.66e-05,llama3.1:8b,1,0,1.9557999999999998e-05,0.35979971289634705,0
row_66,simpleqa,In what month and year did Eric Xing join the Mohamed bin Zayed University of Artificial Intelligence?,January 2021,3.66e-05,gemma3:27b,September 2021,0,2.0011e-05,0.8002678751945496,1
row_67,simpleqa,"What was the overall length, in inches, of the 1934 Bendix SWC concept car?",204,3.66e-05,gemma3:27b,208,0,1.9093e-05,0.7162734270095825,1
row_68,simpleqa,What is the master clock frequency of the Toshiba BC-1411 in kilohertz?,40,3.66e-05,gemma3:27b,14.31818 kHz,1,1.9149e-05,0.25166594982147217,0
row_69,simpleqa,What is the surname of the individual who won the Sir George Stokes Award (colloquially the Stokes Medal) in 2001?,Norris,3.66e-05,gemma3:27b,Ebbesen,0,2.0959e-05,0.2144002914428711,0
row_7,simpleqa,"On which date (month, day, year) was Josep Clarà i Ayats' sculpture *Serenity*, located in Washington, D.C., dedicated?","March 12, 1924",3.66e-05,phi4:14b,"April 26, 1930",1,5.059999999999999e-06,0.7403889298439026,1
row_70,simpleqa,Who became the first person to complete a solo swim around Portsea Island recognized by the British Long Distance Swimming Association?,Anna Wardley,3.66e-05,llama3.1:8b,John Lapage,0,2.0419e-05,0.2289731800556183,0
row_71,simpleqa,On what year was the JK Tyre Rotax Max Karting Championship launched in India?,2005,3.66e-05,phi4:14b,2010,1,3.6199999999999996e-06,0.7556358575820923,1
row_72,simpleqa,What was the score of Game 2 of the '07 World Series in the third inning?,Colorado 1 - 0 Boston,3.66e-05,gemma3:27b,0-0,0,2.0302e-05,0.5433802008628845,1
row_73,simpleqa,Who were the two teams that qualified for the Europa League group stage via Premier League standings at the end of the 2021-2022 season?,Arsenal and Manchester United,3.66e-05,llama3.1:8b,Arsenal and Manchester United,0,2.4106e-05,1.0,1
row_74,simpleqa,Which of the three Olympic fencing weapons was the last one to transition to using electrical equipment?,Sabre,3.66e-05,llama3.1:8b,sword,0,1.8684e-05,0.4391278922557831,0
row_75,simpleqa,"At what age in years and months did the American professional tennis player Coco Gauff win the title of ""USTA Clay Court National 12-and-under""?",10 years 3 months,3.66e-05,phi4:14b,"11 years, 9 months",1,5.14e-06,0.8376557230949402,1
row_76,simpleqa,"What month, day, and year did Southeastern Louisiana University retire Robin Roberts' jersey?",5 February 2011,3.66e-05,gemma3:27b,1995,0,1.9787000000000002e-05,0.4646882712841034,0
row_77,simpleqa,"What two other events did Phanas of Pellene manage to win in the Olympics of 521 BCE, besides the race in armor, also known as the hoplitodromos?","The stadion, and the double race (Diaulos).",3.66e-05,llama3.1:8b,Olympic stadion and diaulos,0,2.4594999999999997e-05,0.7962521910667419,1
